Survived,Sex,Age,SibSp,Parch,Fare,Embarked_C,Embarked_Q,Embarked_S,Pclass_1,Pclass_2,Pclass_3,FamilySize,IsAlone,AgeGroup,FarePerPerson
0,1,29.69911764705882,0,0,2.3513752571634776,0,0,1,0,0,1,1,1,2,2.3513752571634776
1,1,4.0,1,1,2.495953738718064,0,0,1,0,0,1,3,0,0,0.831984579572688
0,1,26.0,0,0,2.1855792552411137,0,0,1,0,0,1,1,1,2,2.1855792552411137
1,0,47.0,1,1,3.9806942251907276,0,0,1,1,0,0,3,0,3,1.326898075063576
0,1,33.0,0,0,1.791759469228055,0,0,1,1,0,0,1,1,2,1.791759469228055
0,1,47.0,0,0,2.302585092994046,0,0,1,0,0,1,1,1,3,2.302585092994046
1,0,28.0,1,0,3.2188758248682006,1,0,0,0,1,0,2,0,2,1.6094379124341003
1,0,15.0,0,0,2.1071782966514356,1,0,0,0,0,1,1,1,1,2.1071782966514356
0,1,20.0,0,0,2.3837779082709782,0,0,1,0,0,1,1,1,2,2.3837779082709782
0,1,19.0,0,0,2.1855792552411137,0,0,1,0,0,1,1,1,2,2.1855792552411137
0,1,29.69911764705882,0,0,2.1855792552411137,0,0,1,0,0,1,1,1,2,2.1855792552411137
1,0,56.0,0,1,4.432699549165613,1,0,0,1,0,0,2,0,3,2.2163497745828065
1,0,25.0,0,1,3.295836866004329,0,0,1,0,1,0,2,0,2,1.6479184330021646
0,1,33.0,0,0,2.1855792552411137,0,0,1,0,0,1,1,1,2,2.1855792552411137
0,0,22.0,0,0,2.4437981558973862,0,0,1,0,0,1,1,1,2,2.4437981558973862
0,1,28.0,0,0,2.4423470353692043,0,0,1,0,1,0,1,1,2,2.4423470353692043
0,1,25.0,0,0,2.0856720914304723,0,0,1,0,0,1,1,1,2,2.0856720914304723
0,0,39.0,0,5,3.405355391810819,0,1,0,0,0,1,6,0,3,0.5675592319684698
0,1,27.0,0,0,2.6390573296152584,0,0,1,0,1,0,1,1,2,2.6390573296152584
1,0,19.0,0,0,3.4339872044851463,0,0,1,1,0,0,1,1,2,3.4339872044851463
0,0,29.69911764705882,1,2,3.196630215920881,0,0,1,0,0,1,4,0,2,0.7991575539802203
1,1,26.0,0,0,3.4339872044851463,1,0,0,1,0,0,1,1,2,3.4339872044851463
0,1,32.0,0,0,2.169053700369523,0,1,0,0,0,1,1,1,2,2.169053700369523
